date,Corruption,Don't Know/Can't Say,Electricity Road Water,Epidemics such as Corona etc.,Familiy Income Poverty,Other Issues,Rising Prices,Terror Attacks,Unemployment
2022-06-19,6.3,7.5,3.02,2.11,5.4,23.83,27.99,0.84,23.01
2022-06-20,6.21,7.53,2.95,2.21,5.43,24.46,27.48,0.91,22.82
2022-06-21,6.36,7.49,2.85,2.1,5.3,24.96,27.19,0.86,22.89
2022-06-22,6.16,7.59,2.49,2.0,5.6,26.29,25.92,0.81,23.14
2022-06-23,6.11,7.8,2.24,2.18,5.65,26.81,25.11,0.87,23.23
2022-06-24,5.84,6.89,2.41,2.03,6.1,26.19,25.52,0.72,24.3
2022-06-25,5.75,6.93,2.38,1.77,6.34,26.29,25.76,0.72,24.06
2022-06-26,5.78,6.92,2.36,1.8,6.28,26.25,25.64,0.72,24.25
2022-06-27,5.85,6.95,2.41,1.78,6.62,26.22,25.67,0.69,23.81
2022-06-28,5.81,7.27,2.5,1.79,6.63,26.23,25.38,0.73,23.66
2022-06-29,5.88,7.26,2.9,1.82,6.67,26.85,24.31,0.81,23.5
2022-06-30,6.13,7.29,2.78,1.78,6.05,27.73,23.44,0.91,23.89
2022-07-01,6.28,7.42,2.77,1.75,5.55,28.21,23.4,0.9,23.72
2022-07-02,6.24,6.96,2.68,2.04,5.47,27.83,23.52,0.95,24.31
2022-07-03,6.08,6.9,2.71,2.06,5.5,28.12,23.47,0.94,24.22
2022-07-04,6.27,7.16,2.52,2.09,5.56,28.19,23.2,0.94,24.07
2022-07-05,6.16,7.19,2.56,2.07,5.61,27.51,22.99,0.99,24.92
2022-07-06,6.0,6.88,2.49,2.31,5.48,28.36,22.61,0.99,24.88
2022-07-07,5.65,6.71,2.48,2.15,5.77,28.06,22.98,1.05,25.15
2022-07-08,5.69,6.41,2.47,2.28,5.78,27.83,22.64,0.99,25.91
2022-07-09,5.81,6.34,2.55,2.29,5.72,27.74,22.59,0.95,26.01
2022-07-10,5.75,6.23,2.53,2.3,5.7,27.82,22.63,0.93,26.11
2022-07-11,6.36,6.17,2.87,2.06,5.19,27.69,22.88,0.85,25.93
2022-07-12,7.27,6.74,2.81,2.17,5.82,25.28,22.62,0.91,26.38
2022-07-13,6.95,7.21,2.65,1.91,5.85,25.05,23.45,0.91,26.02
2022-07-14,6.69,7.09,2.61,1.79,5.41,26.71,23.56,0.8,25.34
2022-07-15,5.87,7.72,2.01,1.53,5.36,26.68,24.02,0.92,25.89
2022-07-16,6.16,7.33,1.96,1.78,5.23,25.9,24.69,0.99,25.96
2022-07-17,6.11,7.44,1.98,1.76,5.22,25.91,24.75,0.99,25.84
2022-07-18,6.11,7.48,2.07,2.05,5.44,25.48,24.72,0.93,25.72
2022-07-19,5.76,7.84,2.44,2.07,5.67,24.34,25.0,0.99,25.89
2022-07-20,5.41,7.73,2.24,2.18,5.67,24.16,26.35,0.89,25.37
2022-07-21,5.01,7.78,2.01,2.25,6.13,24.13,26.34,0.78,25.57
2022-07-22,4.86,7.17,2.14,2.46,6.23,24.69,25.94,0.83,25.68
2022-07-23,4.92,6.71,2.4,2.46,5.93,24.02,27.65,0.95,24.96
2022-07-24,4.9,6.69,2.38,2.42,6.28,23.87,27.39,0.94,25.13
2022-07-25,4.88,7.2,2.76,1.81,5.49,24.69,27.36,0.76,25.05
2022-07-26,5.15,7.68,2.85,1.7,5.37,24.2,25.7,0.69,26.66
2022-07-27,5.78,8.01,2.85,2.06,5.6,23.65,25.99,0.76,25.3
2022-07-28,5.7,7.88,2.3,1.94,5.24,23.63,26.89,0.87,25.55
2022-07-29,5.74,7.48,2.09,1.98,4.79,24.44,28.06,0.81,24.61
2022-07-30,6.05,7.16,2.6,2.03,5.28,24.44,27.33,0.88,24.23
2022-07-31,6.17,7.13,2.57,2.02,5.24,24.47,27.26,0.87,24.27
2022-08-01,5.54,7.6,2.65,1.61,4.93,25.26,26.88,0.82,24.71
2022-08-02,5.78,8.0,2.18,1.72,5.37,23.94,26.89,0.85,25.27
2022-08-03,5.98,7.77,2.21,1.73,5.69,23.27,27.02,0.82,25.51
2022-08-04,6.28,7.74,2.4,1.76,5.75,22.95,27.16,0.64,25.32
2022-08-05,5.83,8.13,2.76,1.72,6.37,22.75,27.22,0.83,24.39
2022-08-06,6.26,7.83,2.99,1.82,5.71,23.13,28.35,1.18,22.73
2022-08-07,6.28,7.92,2.96,1.81,5.59,23.01,28.18,1.19,23.06
2022-08-08,5.76,8.16,2.46,1.53,4.93,23.02,29.34,1.09,23.71
2022-08-09,5.76,8.19,2.55,1.54,4.82,23.26,29.3,1.08,23.5
2022-08-10,6.02,8.25,2.56,1.41,4.62,23.69,29.48,0.74,23.23
2022-08-11,6.08,8.21,2.54,1.41,4.69,23.7,29.31,0.73,23.33
2022-08-12,5.65,8.28,2.61,1.54,5.16,24.18,28.35,0.67,23.56
2022-08-13,5.6,8.22,2.63,1.48,5.2,24.14,28.52,0.67,23.54
2022-08-14,5.59,8.33,2.66,1.51,5.15,24.13,28.44,0.66,23.53
2022-08-15,5.56,8.31,2.64,1.49,5.15,24.12,28.53,0.66,23.54
2022-08-16,5.57,8.62,2.23,1.61,5.43,24.31,27.54,0.79,23.9
2022-08-17,5.92,7.32,2.82,1.52,5.75,23.23,27.92,0.8,24.72
2022-08-18,5.94,7.31,2.57,1.14,5.43,24.3,27.09,0.92,25.3
2022-08-19,6.01,7.25,2.61,1.12,5.42,24.11,27.11,0.92,25.45
2022-08-20,6.59,7.24,2.5,1.41,5.76,24.17,28.41,0.9,23.02
2022-08-21,6.57,7.21,2.51,1.45,5.97,24.22,28.33,0.92,22.82
2022-08-22,6.73,7.9,2.27,1.51,6.05,24.68,26.23,0.75,23.88
2022-08-23,6.47,8.17,2.09,1.22,5.6,24.46,26.85,0.57,24.57
2022-08-24,5.82,8.05,2.51,1.41,5.66,22.38,27.31,0.51,26.35
2022-08-25,5.76,8.15,2.39,1.56,5.79,22.37,26.28,0.49,27.21
2022-08-26,6.28,8.6,2.56,1.48,5.66,20.81,27.21,0.54,26.86
2022-08-27,6.77,8.78,2.31,1.37,5.46,21.13,27.36,0.54,26.28
2022-08-28,6.83,8.69,2.31,1.38,5.41,21.03,27.49,0.55,26.31
2022-08-29,7.21,9.04,2.03,1.45,6.38,21.23,26.46,0.52,25.68
2022-08-30,7.12,7.97,1.87,1.34,6.31,23.01,26.24,0.75,25.39
2022-08-31,6.73,8.53,2.09,1.57,6.83,23.21,25.95,0.68,24.41
2022-09-01,6.16,8.67,2.78,1.43,6.91,22.55,25.99,0.82,24.69
2022-09-02,6.39,8.72,2.66,1.67,6.89,21.77,25.4,0.65,25.85
2022-09-03,6.99,7.7,2.32,1.66,7.06,21.67,26.09,0.57,25.94
2022-09-04,6.99,7.61,2.33,1.66,7.04,21.67,26.07,0.57,26.06
2022-09-05,6.53,8.04,2.35,1.28,6.64,21.58,27.76,0.46,25.36
2022-09-06,6.19,7.84,2.28,1.21,6.43,22.04,28.37,0.44,25.2
2022-09-07,6.31,8.28,1.96,1.36,5.8,23.4,27.76,0.52,24.61
2022-09-08,6.11,7.27,2.2,1.42,5.23,23.84,26.18,0.88,26.87
2022-09-09,6.07,7.92,2.24,1.39,5.43,21.86,27.1,0.69,27.3
2022-09-10,6.18,8.79,2.0,1.37,5.56,21.98,26.77,0.71,26.64
2022-09-11,6.17,8.53,2.03,1.39,5.75,22.08,26.87,0.7,26.48
2022-09-12,6.27,8.0,2.22,1.34,6.03,21.56,28.62,0.69,25.27
2022-09-13,5.73,7.48,2.58,1.38,6.17,21.83,30.32,1.0,23.51
2022-09-14,6.28,6.89,2.5,1.19,5.91,22.56,29.02,0.74,24.91
2022-09-15,6.52,7.73,1.94,0.81,6.03,22.44,28.32,0.6,25.61
2022-09-16,6.04,8.32,2.08,0.77,6.02,23.58,27.79,0.74,24.66
2022-09-17,5.78,8.84,2.0,0.71,5.91,23.96,28.16,0.8,23.84
2022-09-18,5.85,8.77,2.03,0.72,5.97,23.95,28.19,0.79,23.73
2022-09-19,6.08,8.44,2.37,0.65,5.95,23.97,27.63,0.89,24.02
2022-09-20,5.76,8.47,2.31,0.61,5.9,24.16,27.43,0.81,24.55
2022-09-21,5.9,8.05,2.34,0.66,5.79,24.32,27.21,0.89,24.84
2022-09-22,5.54,8.11,2.39,0.61,6.04,23.93,27.33,0.72,25.33
2022-09-23,5.47,7.65,2.73,0.96,6.15,24.69,25.84,0.71,25.8
2022-09-24,5.6,7.21,3.04,0.89,5.87,25.18,26.13,1.13,24.95
2022-09-25,5.54,7.26,2.99,0.89,5.9,25.13,26.07,1.12,25.1
2022-09-26,5.64,7.31,2.89,1.01,6.09,24.94,25.95,1.14,25.03
2022-09-27,5.4,7.75,2.98,0.98,6.4,25.56,25.27,1.1,24.56
2022-09-28,5.78,7.84,2.9,1.09,6.15,25.11,25.21,1.04,24.88
2022-09-29,6.31,6.94,2.84,1.1,6.02,24.39,25.74,1.2,25.46
2022-09-30,6.81,6.57,2.77,1.22,5.22,24.22,25.7,0.9,26.59
2022-10-01,6.34,6.7,2.61,1.18,4.59,25.34,26.46,1.12,25.66
2022-10-02,6.4,6.68,2.66,1.18,4.57,25.3,26.54,1.13,25.54
2022-10-03,6.1,6.7,2.29,1.2,4.75,25.28,26.77,1.11,25.8
2022-10-04,6.13,7.35,2.34,1.05,4.7,25.85,25.65,1.25,25.68
2022-10-05,6.21,7.44,2.34,1.04,4.65,25.66,25.61,1.26,25.79
2022-10-06,5.53,7.82,2.49,0.97,4.8,25.8,25.05,1.32,26.22
2022-10-07,5.61,8.05,2.46,0.92,5.14,25.3,25.35,1.17,26.0
2022-10-08,5.22,7.52,2.8,1.1,5.56,25.2,26.18,0.97,25.45
2022-10-09,5.21,7.36,2.81,1.08,5.63,25.27,26.13,0.97,25.54
2022-10-10,5.16,6.9,3.07,1.1,5.88,23.92,26.43,0.92,26.62
2022-10-11,4.71,7.5,2.51,0.79,6.06,23.59,26.52,0.85,27.47
2022-10-12,4.82,6.98,2.35,0.67,6.62,23.98,25.38,0.84,28.36
2022-10-13,5.17,6.63,2.58,0.66,6.19,24.89,25.61,0.7,27.57
2022-10-14,4.99,6.13,2.85,0.7,6.4,25.22,25.58,0.75,27.38
2022-10-15,4.72,5.82,3.22,0.7,6.72,25.92,25.96,0.79,26.15
2022-10-16,4.74,5.85,3.25,0.7,6.7,25.72,26.04,0.79,26.21
2022-10-17,4.53,5.58,3.23,0.77,6.21,26.87,26.09,0.89,25.83
2022-10-18,4.72,5.45,2.97,0.79,5.94,27.01,25.54,1.05,26.53
2022-10-19,4.65,5.45,2.9,0.82,6.01,26.35,27.15,1.11,25.56
2022-10-20,4.8,5.59,2.84,0.6,5.91,25.82,26.85,1.16,26.43
2022-10-21,4.8,5.6,2.78,0.61,5.7,25.81,27.07,1.15,26.48
2022-10-22,4.56,5.66,3.17,0.7,5.8,26.36,26.19,1.26,26.3
2022-10-23,4.56,5.71,3.18,0.7,5.78,26.39,26.28,1.24,26.16
2022-10-24,4.56,5.65,3.16,0.69,5.87,26.0,26.21,1.23,26.63
2022-10-25,4.56,5.73,3.21,0.69,5.78,26.05,26.13,1.25,26.6
2022-10-26,4.95,5.99,2.97,0.62,5.65,25.96,25.23,1.21,27.42
2022-10-27,5.0,5.9,3.0,0.61,5.68,25.85,25.2,1.23,27.53
2022-10-28,5.26,6.01,2.69,0.67,5.83,26.34,25.17,1.12,26.91
2022-10-29,5.31,5.99,2.6,0.72,5.86,26.56,24.6,1.13,27.23
2022-10-30,5.25,5.97,2.76,0.74,5.89,26.47,24.48,1.15,27.29
2022-10-31,5.79,6.68,2.84,0.65,5.79,25.62,24.86,1.01,26.76
2022-11-01,5.34,6.72,2.67,0.6,6.14,24.97,25.17,0.94,27.45
2022-11-02,5.69,6.73,2.65,0.63,6.12,25.01,24.75,0.95,27.47
2022-11-03,5.58,6.68,2.46,0.56,6.19,25.7,24.67,0.89,27.27
2022-11-04,5.71,6.58,2.5,0.55,6.21,25.61,24.67,0.92,27.25
2022-11-05,6.14,6.79,2.38,0.56,6.03,25.73,24.27,0.9,27.2
2022-11-06,6.15,6.78,2.39,0.54,6.01,25.74,24.37,0.9,27.12
2022-11-07,6.21,6.6,2.39,0.6,6.34,25.65,24.3,0.92,26.99
2022-11-08,6.42,6.7,2.29,0.55,6.28,25.94,24.15,0.91,26.76
2022-11-09,6.43,7.0,2.6,0.57,6.34,25.55,23.67,1.0,26.84
2022-11-10,6.0,7.63,2.52,0.91,6.11,25.82,23.23,1.02,26.76
2022-11-11,5.74,7.79,2.57,0.94,6.33,25.66,22.97,0.97,27.03
2022-11-12,5.64,7.0,2.5,0.88,6.43,25.89,23.57,0.93,27.16
2022-11-13,5.63,7.04,2.56,0.9,6.51,25.83,23.64,0.91,26.98
2022-11-14,5.67,7.22,2.47,0.9,6.56,25.88,23.06,0.84,27.4
2022-11-15,5.61,7.23,2.43,0.84,6.71,25.56,23.68,0.81,27.13
2022-11-16,5.38,7.09,2.39,0.75,6.88,25.14,23.88,0.79,27.7
2022-11-17,5.77,6.93,2.37,0.7,6.6,25.8,23.52,0.67,27.64
2022-11-18,5.87,6.78,2.55,0.63,6.47,25.82,23.92,0.62,27.34
2022-11-19,5.83,6.91,2.47,0.39,5.83,27.22,23.46,0.59,27.3
2022-11-20,5.82,6.85,2.46,0.38,6.01,27.09,23.43,0.63,27.33
2022-11-21,6.01,6.43,2.57,0.31,5.88,26.69,23.69,0.76,27.66
2022-11-22,6.05,6.35,2.59,0.32,5.34,26.47,24.17,0.81,27.9
2022-11-23,5.92,6.49,2.6,0.33,5.38,26.3,24.33,0.77,27.88
2022-11-24,5.73,6.54,2.53,0.32,5.73,26.49,24.7,0.76,27.2
2022-11-25,5.73,6.4,2.47,0.29,5.99,26.88,24.39,0.79,27.06
2022-11-26,5.97,6.51,2.39,0.29,5.79,26.91,24.43,0.8,26.91
2022-11-27,5.94,6.53,2.38,0.29,5.8,26.92,24.28,0.81,27.05
2022-11-28,5.85,6.57,2.59,0.29,5.74,27.19,24.71,0.74,26.32
2022-11-29,5.73,6.66,2.67,0.3,5.93,27.2,24.42,0.79,26.3
2022-11-30,5.46,6.64,2.68,0.54,5.75,27.4,24.1,0.74,26.69
2022-12-01,5.47,6.56,2.63,0.53,5.84,27.33,24.22,0.76,26.66
2022-12-02,5.49,6.53,3.13,0.53,5.69,26.94,24.33,0.72,26.64
2022-12-03,5.44,6.29,2.88,0.53,5.93,27.46,24.24,0.75,26.48
2022-12-04,5.55,6.27,2.88,0.57,5.95,27.35,24.08,0.74,26.61
2022-12-05,5.34,6.41,3.04,0.54,5.8,27.57,24.24,0.8,26.26
2022-12-06,5.41,6.46,3.28,0.6,5.93,27.56,23.51,0.81,26.44
2022-12-07,5.59,6.56,3.21,0.6,5.74,27.55,23.16,0.92,26.67
2022-12-08,5.48,6.49,3.38,0.57,6.02,27.78,22.97,0.99,26.32
2022-12-09,5.37,6.61,3.19,0.61,5.86,27.51,23.07,0.88,26.9
2022-12-10,5.73,6.7,3.06,0.65,5.83,26.95,23.1,0.93,27.05
2022-12-11,5.78,6.65,3.08,0.66,5.91,26.85,23.1,0.94,27.03
2022-12-12,5.78,6.6,3.11,0.65,5.88,26.88,23.12,0.94,27.04
2022-12-13,5.45,7.07,3.07,0.66,5.78,27.14,23.09,0.9,26.84
2022-12-14,5.34,6.97,3.12,0.62,5.69,27.46,23.03,0.89,26.88
2022-12-15,5.65,6.85,3.06,0.65,5.67,27.67,22.52,0.91,27.02
2022-12-16,5.89,7.4,2.85,0.67,5.94,27.76,22.05,0.88,26.56
2022-12-17,6.18,7.8,2.78,0.67,5.97,27.45,21.97,0.87,26.31
2022-12-18,6.17,7.87,2.76,0.66,5.92,27.56,21.89,0.87,26.3
2022-12-19,6.14,7.29,2.96,0.65,5.77,27.61,21.63,0.99,26.96
2022-12-20,5.9,7.27,2.92,0.61,6.01,27.31,21.82,1.01,27.15
2022-12-21,5.86,7.22,2.96,0.58,6.08,27.14,22.02,0.99,27.15
2022-12-22,5.7,7.74,3.09,0.73,6.25,26.83,21.54,1.04,27.08
2022-12-23,5.65,7.9,3.07,0.97,6.16,26.04,21.64,0.93,27.64
2022-12-24,5.72,7.55,3.1,1.59,6.09,26.34,21.66,0.85,27.1
2022-12-25,5.63,7.51,3.12,1.59,6.08,26.42,21.75,0.82,27.08
2022-12-26,5.51,7.44,2.83,2.28,6.12,26.9,21.68,0.75,26.49
2022-12-27,5.29,7.2,2.68,2.78,6.37,26.48,21.54,0.82,26.84
2022-12-28,5.42,7.3,2.63,3.28,6.06,26.18,21.62,0.77,26.74
2022-12-29,5.49,7.51,2.93,3.87,5.96,25.8,21.5,0.76,26.18
2022-12-30,5.41,7.75,2.84,4.31,6.33,25.38,21.51,0.63,25.84
2022-12-31,5.45,7.77,2.87,4.26,6.49,25.15,21.44,0.65,25.92
2023-01-01,5.46,7.71,2.86,4.26,6.59,24.91,21.59,0.67,25.95
2023-01-02,5.98,7.75,2.83,4.72,6.66,24.63,21.24,0.63,25.56
2023-01-03,6.13,7.45,2.87,4.88,6.9,25.13,20.96,0.65,25.03
2023-01-04,6.04,7.67,3.12,4.21,6.9,24.95,21.47,0.65,24.99
2023-01-05,6.1,7.31,3.1,4.16,6.74,25.19,21.63,0.68,25.09
2023-01-06,6.03,7.12,3.04,4.06,6.37,25.74,21.56,0.71,25.37
2023-01-07,6.13,7.27,3.06,4.11,6.5,25.99,20.94,0.72,25.28
2023-01-08,6.21,7.12,3.12,4.18,6.49,25.67,21.1,0.7,25.41
2023-01-09,5.95,7.19,2.99,4.16,6.23,25.75,21.68,0.67,25.38
2023-01-10,5.89,7.17,2.93,4.07,6.26,25.77,21.92,0.71,25.28
2023-01-11,5.85,7.41,2.8,4.06,6.24,25.53,21.93,0.7,25.48
2023-01-12,5.88,7.38,2.89,3.92,6.28,25.38,21.95,0.73,25.59
2023-01-13,5.88,7.15,2.84,4.08,6.55,25.28,22.52,0.63,25.07
2023-01-14,5.76,7.31,2.83,4.05,6.41,25.59,22.48,0.63,24.94
2023-01-15,5.77,7.33,2.83,4.04,6.26,25.56,22.79,0.65,24.77
2023-01-16,5.75,7.45,2.96,3.76,6.35,24.94,22.88,0.8,25.11
2023-01-17,5.59,7.57,3.44,2.89,6.51,24.47,22.3,0.8,26.43
2023-01-18,5.56,7.32,3.29,2.92,6.24,24.43,22.38,0.75,27.11
2023-01-19,5.32,7.43,2.87,2.76,5.77,25.18,22.55,0.7,27.42
2023-01-20,5.04,7.11,2.63,2.44,5.94,26.0,22.56,0.72,27.56
2023-01-21,5.01,6.98,2.72,2.4,5.93,26.21,22.76,0.68,27.31
2023-01-22,5.1,7.06,2.78,2.38,6.01,25.7,22.85,0.69,27.43
2023-01-23,5.33,7.19,2.63,2.17,6.05,25.86,22.63,0.67,27.47
2023-01-24,5.06,7.3,2.64,2.33,6.11,25.81,22.68,0.68,27.39
2023-01-25,4.92,7.39,2.58,2.03,6.0,26.17,22.23,0.68,28.0
2023-01-26,5.06,7.49,2.48,2.07,5.87,26.36,22.11,0.69,27.87
2023-01-27,5.51,7.49,2.66,1.8,5.9,27.12,21.21,0.65,27.66
2023-01-28,5.34,7.38,2.79,1.76,6.0,26.56,22.44,0.65,27.08
2023-01-29,5.28,7.15,2.82,1.83,5.96,26.77,22.58,0.64,26.97
2023-01-30,5.46,7.35,2.73,1.5,5.97,26.42,22.36,0.72,27.49
2023-01-31,5.24,7.72,2.9,1.05,5.96,26.52,22.9,0.66,27.05
2023-02-01,5.35,7.63,2.94,0.95,5.87,26.6,22.85,0.7,27.11
2023-02-02,5.84,7.6,2.89,0.88,5.96,26.75,22.26,0.65,27.17
2023-02-03,5.94,7.53,2.94,0.83,6.32,26.48,22.09,0.65,27.22
2023-02-04,5.99,7.96,2.7,0.7,6.39,26.04,22.08,0.65,27.49
2023-02-05,5.99,7.96,2.7,0.72,6.47,25.89,22.02,0.64,27.61
2023-02-06,5.88,7.74,2.76,0.74,6.3,26.34,21.85,0.65,27.74
2023-02-07,5.81,7.7,2.74,0.77,6.25,25.45,22.46,0.6,28.22
2023-02-08,5.85,7.76,2.68,0.74,6.24,25.61,22.44,0.63,28.05
2023-02-09,5.7,7.66,2.81,0.75,6.33,25.28,22.82,0.62,28.03
2023-02-10,5.72,7.78,2.81,0.79,6.3,24.96,22.76,0.64,28.24
2023-02-11,5.78,7.69,2.83,0.77,6.34,24.9,22.94,0.66,28.09
2023-02-12,5.77,7.76,2.8,0.81,6.33,24.97,22.76,0.65,28.15
2023-02-13,5.71,7.69,2.75,0.78,6.35,25.06,22.75,0.66,28.25
2023-02-14,5.62,7.59,2.78,0.76,6.46,25.24,22.82,0.63,28.1
2023-02-15,5.52,7.75,2.69,0.78,6.53,24.68,23.31,0.68,28.06
2023-02-16,5.52,7.67,2.76,0.79,6.54,24.73,23.41,0.66,27.92
2023-02-17,5.31,7.58,2.73,0.78,6.36,25.07,23.36,0.67,28.14
2023-02-18,5.41,7.48,2.77,0.79,6.23,24.96,23.51,0.62,28.23
2023-02-19,5.41,7.56,2.71,0.78,6.51,24.78,23.33,0.61,28.31
2023-02-20,5.25,7.87,2.86,0.77,6.56,24.63,23.31,0.63,28.12
2023-02-21,5.19,7.88,2.81,0.77,6.63,24.74,23.19,0.61,28.18
2023-02-22,5.04,7.76,2.84,0.77,6.47,24.9,23.45,0.65,28.12
2023-02-23,5.0,7.84,2.82,0.75,6.6,24.32,23.6,0.65,28.42
2023-02-24,4.85,7.99,3.01,0.83,7.15,24.14,22.53,0.58,28.92
2023-02-25,4.98,8.08,3.03,0.86,7.15,23.8,23.02,0.55,28.53
2023-02-26,5.0,8.11,3.02,0.86,7.07,24.17,22.9,0.52,28.35
2023-02-27,5.04,7.9,3.06,0.92,6.92,24.53,22.73,0.54,28.36
2023-02-28,5.07,7.85,2.93,0.94,6.96,24.47,22.61,0.56,28.61
2023-03-01,5.05,8.09,2.8,0.99,6.95,24.56,22.21,0.55,28.8
2023-03-02,4.92,8.18,3.14,1.1,6.63,24.38,22.22,0.6,28.83
2023-03-03,5.2,8.0,3.11,1.01,7.03,24.81,22.18,0.49,28.17
2023-03-04,4.99,7.67,3.05,1.29,6.5,25.16,22.01,0.5,28.83
2023-03-05,5.04,7.63,2.95,1.34,6.4,25.23,22.04,0.52,28.85
2023-03-06,4.87,7.42,3.09,1.23,6.56,25.16,22.68,0.5,28.49
2023-03-07,4.96,7.11,2.91,1.2,6.32,25.77,22.42,0.54,28.77
2023-03-08,4.91,6.93,2.86,1.21,6.46,25.51,22.48,0.52,29.12
2023-03-09,4.91,7.25,2.95,1.2,6.46,25.42,22.67,0.51,28.63
2023-03-10,4.83,7.39,2.98,1.14,6.31,24.48,22.99,0.57,29.31
2023-03-11,4.82,7.8,2.98,1.14,6.01,23.93,23.47,0.61,29.24
2023-03-12,4.96,7.93,2.96,1.14,5.91,23.83,23.43,0.62,29.22
2023-03-13,4.85,7.24,3.09,0.98,5.7,24.44,23.53,0.53,29.64
2023-03-14,5.26,7.04,3.08,0.8,6.39,24.95,22.45,0.46,29.57
2023-03-15,5.43,6.8,3.1,0.94,5.95,24.25,23.11,0.42,30.0
2023-03-16,5.98,7.33,3.13,1.0,5.87,24.0,22.37,0.59,29.73
2023-03-17,6.06,7.12,3.24,0.91,5.87,24.4,22.46,0.58,29.36
2023-03-18,6.38,6.7,3.04,0.89,6.05,24.99,23.03,0.6,28.32
2023-03-19,6.51,6.85,3.09,0.88,5.8,25.06,23.04,0.69,28.08
2023-03-20,6.3,6.35,3.18,0.83,5.98,24.03,23.42,0.64,29.27
2023-03-21,6.19,6.23,3.35,0.92,5.82,24.43,23.33,0.68,29.05
2023-03-22,6.06,7.02,3.07,0.91,5.61,24.16,22.32,0.71,30.14
2023-03-23,6.05,6.81,2.69,0.86,5.41,24.69,22.75,0.63,30.11
2023-03-24,6.25,6.31,2.78,0.68,6.01,25.03,23.34,0.67,28.93
2023-03-25,5.97,6.56,2.72,0.72,6.27,25.09,23.39,0.68,28.6
2023-03-26,6.0,6.52,2.65,0.72,6.16,25.31,23.33,0.69,28.62
2023-03-27,5.71,6.96,2.63,0.6,6.27,25.05,23.03,0.69,29.06
2023-03-28,6.02,6.58,2.44,0.57,6.19,24.76,23.8,0.77,28.87
2023-03-29,5.6,6.51,2.55,0.66,5.92,24.92,23.61,0.75,29.48
2023-03-30,5.62,6.5,2.59,0.68,5.86,24.99,23.58,0.7,29.48
2023-03-31,5.59,7.14,2.54,0.77,5.82,24.7,23.49,0.55,29.4
2023-04-01,5.5,7.4,2.61,0.74,5.82,24.94,23.15,0.53,29.31
2023-04-02,5.59,7.4,2.59,0.73,5.83,24.93,23.18,0.53,29.22
2023-04-03,5.82,7.23,2.58,0.75,5.7,25.41,23.59,0.52,28.4
2023-04-04,5.72,7.26,2.74,0.81,5.94,25.34,23.42,0.51,28.26
2023-04-05,5.65,6.98,2.68,0.83,5.88,25.81,23.1,0.48,28.59
2023-04-06,5.63,6.93,2.61,0.79,5.61,26.08,23.04,0.5,28.81
2023-04-07,5.51,7.12,3.03,0.81,5.63,25.54,22.98,0.6,28.78
2023-04-08,5.5,7.36,3.06,0.87,5.21,25.56,22.49,0.62,29.33
2023-04-09,5.46,7.29,3.07,0.87,5.2,25.49,22.44,0.61,29.57
2023-04-10,5.36,7.51,2.81,0.86,4.78,26.25,22.75,0.57,29.11
2023-04-11,5.26,7.81,2.81,0.87,4.64,25.43,24.18,0.59,28.41
2023-04-12,5.34,7.79,2.88,0.76,4.75,25.27,24.6,0.49,28.12
2023-04-13,5.55,7.5,2.82,0.85,4.96,24.9,24.12,0.53,28.77
2023-04-14,5.67,7.31,2.7,1.24,5.11,23.75,25.3,0.41,28.51
2023-04-15,5.58,6.9,2.82,1.34,5.31,23.78,26.02,0.41,27.84
2023-04-16,5.63,6.87,2.82,1.36,5.34,23.74,25.94,0.44,27.86
2023-04-17,5.67,7.02,2.82,1.37,5.7,23.71,25.9,0.4,27.41
2023-04-18,5.46,7.16,2.89,1.51,5.71,23.77,26.0,0.45,27.05
2023-04-19,5.19,6.98,3.4,1.26,5.59,24.05,25.71,0.54,27.28
2023-04-20,4.78,7.44,3.68,1.19,5.9,23.71,26.77,0.52,26.01
2023-04-21,4.98,7.57,3.66,1.05,6.03,23.35,26.36,0.52,26.48
2023-04-22,4.97,7.53,3.68,1.06,6.09,23.41,26.29,0.52,26.45
2023-04-23,4.97,7.55,3.64,1.05,6.07,23.36,26.13,0.52,26.71
2023-04-24,4.98,7.45,3.17,1.01,6.26,23.44,25.53,0.65,27.51
2023-04-25,4.66,7.63,2.95,1.0,7.28,22.23,24.94,0.57,28.74
2023-04-26,4.61,7.25,3.07,0.84,7.02,22.5,24.86,0.51,29.34
2023-04-27,4.44,7.9,2.9,0.83,6.94,23.17,25.05,0.55,28.22
2023-04-28,4.64,7.75,2.78,0.76,7.33,22.67,25.64,0.55,27.88
2023-04-29,4.98,7.86,2.93,0.76,6.94,23.42,25.16,0.53,27.42
2023-04-30,4.97,7.83,2.93,0.77,6.96,23.46,25.2,0.53,27.35
2023-05-01,4.97,7.84,2.94,0.76,6.94,23.46,25.17,0.53,27.39
2023-05-02,5.06,7.96,2.96,0.74,6.86,24.13,25.38,0.57,26.34
2023-05-03,4.98,7.92,2.9,0.8,7.16,24.68,25.82,0.66,25.08
2023-05-04,5.02,7.77,2.75,1.25,6.84,24.9,25.64,0.61,25.22
2023-05-05,5.03,7.72,2.76,1.25,6.89,24.86,25.59,0.61,25.29
2023-05-06,5.25,7.87,2.9,1.15,6.52,25.15,24.98,0.67,25.51
2023-05-07,5.23,7.7,2.9,1.17,6.57,25.18,24.97,0.68,25.6
