date,Deteriorated,Don't Know/Can't Say,Improved,Remained the same
2022-04-21,41.27,0.87,28.48,29.38
2022-04-22,40.83,0.78,28.51,29.88
2022-04-23,40.98,0.73,28.96,29.33
2022-04-24,41.03,0.76,29.01,29.2
2022-04-25,39.44,0.74,29.76,30.06
2022-04-26,39.31,0.6,29.76,30.33
2022-04-27,39.33,0.59,29.64,30.44
2022-04-28,38.59,0.58,29.76,31.07
2022-04-29,38.38,0.55,30.13,30.94
2022-04-30,38.15,0.58,30.21,31.06
2022-05-01,38.2,0.59,30.25,30.96
2022-05-02,38.05,0.49,30.42,31.04
2022-05-03,38.12,0.49,30.39,31.0
2022-05-04,38.33,0.54,29.92,31.21
2022-05-05,37.98,0.5,30.47,31.05
2022-05-06,38.11,0.56,30.39,30.94
2022-05-07,37.69,0.7,30.65,30.96
2022-05-08,37.78,0.7,30.57,30.95
2022-05-09,38.11,0.77,30.79,30.33
2022-05-10,36.53,0.62,31.63,31.22
2022-05-11,37.94,0.67,29.51,31.88
2022-05-12,37.99,0.61,28.73,32.67
2022-05-13,38.01,0.57,29.33,32.09
2022-05-14,38.41,0.55,28.49,32.55
2022-05-15,38.3,0.61,28.41,32.68
2022-05-16,39.17,0.5,29.07,31.26
2022-05-17,39.31,0.5,28.83,31.36
2022-05-18,38.73,0.48,28.49,32.3
2022-05-19,39.03,0.64,28.77,31.56
2022-05-20,39.9,0.66,28.92,30.52
2022-05-21,39.65,0.59,29.55,30.21
2022-05-22,39.65,0.61,29.5,30.24
2022-05-23,38.67,0.51,29.83,30.99
2022-05-24,37.83,0.45,29.3,32.42
2022-05-25,37.31,0.62,29.8,32.27
2022-05-26,36.47,0.89,30.5,32.14
2022-05-27,36.97,0.79,30.07,32.17
2022-05-28,37.87,0.95,29.4,31.78
2022-05-29,37.71,0.91,29.5,31.88
2022-05-30,37.38,0.96,29.71,31.95
2022-05-31,35.43,0.82,31.27,32.48
2022-06-01,35.12,0.95,31.33,32.6
2022-06-02,35.63,0.98,31.07,32.32
2022-06-03,36.27,0.81,30.0,32.92
2022-06-04,36.29,0.85,30.35,32.51
2022-06-05,36.36,0.81,30.34,32.49
2022-06-06,37.38,0.78,30.0,31.84
2022-06-07,37.93,0.95,29.69,31.43
2022-06-08,36.47,0.98,30.37,32.18
2022-06-09,36.24,0.93,30.91,31.92
2022-06-10,36.23,0.8,31.46,31.51
2022-06-11,36.27,0.81,31.72,31.2
2022-06-12,36.33,0.86,31.98,30.83
2022-06-13,36.18,0.79,32.1,30.93
2022-06-14,36.16,0.93,31.85,31.06
2022-06-15,36.25,0.93,31.78,31.04
2022-06-16,36.02,0.9,31.79,31.29
2022-06-17,35.88,0.91,31.88,31.33
2022-06-18,35.65,1.0,31.9,31.45
2022-06-19,36.07,0.99,31.37,31.57
2022-06-20,36.23,0.98,31.71,31.08
2022-06-21,36.4,1.03,31.66,30.91
2022-06-22,36.95,1.12,31.45,30.48
2022-06-23,36.75,1.02,31.71,30.52
2022-06-24,35.84,1.04,30.55,32.57
2022-06-25,35.23,0.96,30.89,32.92
2022-06-26,35.39,0.91,30.77,32.93
2022-06-27,35.22,0.91,30.94,32.93
2022-06-28,34.76,0.88,30.93,33.43
2022-06-29,33.64,0.86,31.73,33.77
2022-06-30,33.96,0.83,32.45,32.76
2022-07-01,33.74,0.77,32.53,32.96
2022-07-02,34.64,0.57,32.24,32.55
2022-07-03,34.35,0.58,32.45,32.62
2022-07-04,35.82,0.51,31.41,32.26
2022-07-05,36.24,0.46,31.36,31.94
2022-07-06,37.0,0.55,31.13,31.32
2022-07-07,37.43,0.58,30.75,31.24
2022-07-08,37.19,0.68,30.3,31.83
2022-07-09,36.71,0.53,30.28,32.48
2022-07-10,36.72,0.59,30.24,32.45
2022-07-11,36.12,0.65,30.72,32.51
2022-07-12,35.27,0.65,30.77,33.31
2022-07-13,34.78,0.59,31.15,33.48
2022-07-14,35.16,0.64,30.15,34.05
2022-07-15,34.55,0.6,31.11,33.74
2022-07-16,34.46,0.61,31.05,33.88
2022-07-17,34.55,0.58,31.13,33.74
2022-07-18,34.89,0.63,31.41,33.07
2022-07-19,35.1,0.8,31.16,32.94
2022-07-20,36.14,0.73,30.59,32.54
2022-07-21,35.95,0.89,29.81,33.35
2022-07-22,37.52,1.02,29.16,32.3
2022-07-23,35.95,0.99,29.17,33.89
2022-07-24,36.35,1.05,28.87,33.73
2022-07-25,34.77,1.01,31.07,33.15
2022-07-26,34.75,0.98,31.39,32.88
2022-07-27,35.56,0.78,30.22,33.44
2022-07-28,34.92,0.61,30.31,34.16
2022-07-29,34.57,0.62,30.04,34.77
2022-07-30,36.42,0.54,29.25,33.79
2022-07-31,36.42,0.53,29.28,33.77
2022-08-01,36.83,0.37,29.61,33.19
2022-08-02,36.91,0.5,30.24,32.35
2022-08-03,37.04,0.43,29.8,32.73
2022-08-04,36.66,0.46,30.49,32.39
2022-08-05,37.06,0.57,30.66,31.71
2022-08-06,34.72,0.48,32.1,32.7
2022-08-07,34.79,0.41,32.03,32.77
2022-08-08,36.04,0.59,30.98,32.39
2022-08-09,35.9,0.6,30.99,32.51
2022-08-10,36.55,0.61,30.04,32.8
2022-08-11,36.59,0.56,29.98,32.87
2022-08-12,36.62,0.73,29.81,32.84
2022-08-13,36.47,0.71,29.83,32.99
2022-08-14,36.68,0.73,29.73,32.86
2022-08-15,36.63,0.77,29.78,32.82
2022-08-16,36.15,0.71,30.34,32.8
2022-08-17,36.83,0.57,30.46,32.14
2022-08-18,35.72,0.78,29.81,33.69
2022-08-19,35.66,0.66,29.97,33.71
2022-08-20,35.06,0.58,31.2,33.16
2022-08-21,35.26,0.58,31.01,33.15
2022-08-22,35.1,0.45,31.8,32.65
2022-08-23,34.97,0.5,31.23,33.3
2022-08-24,35.83,0.73,30.29,33.15
2022-08-25,34.78,0.7,31.28,33.24
2022-08-26,34.77,0.54,31.03,33.66
2022-08-27,38.21,0.46,30.57,30.76
2022-08-28,38.11,0.47,30.58,30.84
2022-08-29,38.44,0.61,30.53,30.42
2022-08-30,36.27,0.66,30.18,32.89
2022-08-31,35.72,0.7,30.99,32.59
2022-09-01,35.16,0.67,30.62,33.55
2022-09-02,33.94,0.7,31.39,33.97
2022-09-03,36.31,0.53,29.76,33.4
2022-09-04,36.44,0.55,29.59,33.42
2022-09-05,35.98,0.48,30.12,33.42
2022-09-06,36.63,0.53,29.75,33.09
2022-09-07,36.27,0.55,30.52,32.66
2022-09-08,36.73,0.54,29.86,32.87
2022-09-09,37.6,0.61,30.55,31.24
2022-09-10,37.79,0.53,30.0,31.68
2022-09-11,37.79,0.48,30.02,31.71
2022-09-12,37.34,0.54,29.89,32.23
2022-09-13,36.02,0.68,29.83,33.47
2022-09-14,35.44,0.7,30.34,33.52
2022-09-15,36.49,0.75,30.04,32.72
2022-09-16,35.59,0.61,29.9,33.9
2022-09-17,35.67,0.67,29.39,34.27
2022-09-18,35.52,0.7,29.45,34.33
2022-09-19,35.78,0.62,30.25,33.35
2022-09-20,35.27,0.52,30.91,33.3
2022-09-21,34.86,0.53,30.67,33.94
2022-09-22,33.81,0.47,30.76,34.96
2022-09-23,34.87,0.57,30.71,33.85
2022-09-24,35.61,0.55,29.42,34.42
2022-09-25,35.56,0.56,29.46,34.42
2022-09-26,36.33,0.57,29.34,33.76
2022-09-27,37.09,0.48,28.56,33.87
2022-09-28,35.69,0.52,28.71,35.08
2022-09-29,36.19,0.68,28.6,34.53
2022-09-30,37.71,0.5,29.01,32.78
2022-10-01,37.82,0.72,30.01,31.45
2022-10-02,37.77,0.71,30.05,31.47
2022-10-03,36.09,0.53,31.17,32.21
2022-10-04,36.12,0.51,31.45,31.92
2022-10-05,36.19,0.52,31.41,31.88
2022-10-06,33.13,0.55,32.79,33.53
2022-10-07,32.47,0.56,32.17,34.8
2022-10-08,33.32,0.58,31.71,34.39
2022-10-09,33.43,0.6,31.74,34.23
2022-10-10,33.66,0.3,31.19,34.85
2022-10-11,34.11,0.3,30.97,34.62
2022-10-12,34.15,0.42,31.48,33.95
2022-10-13,34.36,0.5,30.26,34.88
2022-10-14,34.82,0.53,30.47,34.18
2022-10-15,33.85,0.5,31.03,34.62
2022-10-16,33.78,0.48,31.08,34.66
2022-10-17,33.36,0.54,31.21,34.89
2022-10-18,35.01,0.66,31.32,33.01
2022-10-19,34.86,0.6,31.04,33.5
2022-10-20,34.84,0.55,30.9,33.71
2022-10-21,34.83,0.62,30.94,33.61
2022-10-22,35.14,0.45,31.02,33.39
2022-10-23,35.11,0.51,31.01,33.37
2022-10-24,35.28,0.45,31.05,33.22
2022-10-25,35.32,0.49,31.03,33.16
2022-10-26,35.09,0.55,32.45,31.91
2022-10-27,35.17,0.55,32.3,31.98
2022-10-28,35.61,0.55,32.47,31.37
2022-10-29,34.82,0.46,32.1,32.62
2022-10-30,34.59,0.49,32.09,32.83
2022-10-31,34.62,0.51,32.44,32.43
2022-11-01,34.63,0.48,32.0,32.89
2022-11-02,35.42,0.45,32.03,32.1
2022-11-03,35.06,0.3,32.56,32.08
2022-11-04,34.7,0.39,32.69,32.22
2022-11-05,34.31,0.44,33.09,32.16
2022-11-06,34.34,0.47,32.99,32.2
2022-11-07,33.63,0.42,33.53,32.42
2022-11-08,33.29,0.32,33.6,32.79
2022-11-09,32.53,0.33,34.18,32.96
2022-11-10,32.9,0.37,33.44,33.29
2022-11-11,33.11,0.28,33.71,32.9
2022-11-12,33.12,0.37,33.73,32.78
2022-11-13,33.17,0.37,33.75,32.71
2022-11-14,33.02,0.41,34.38,32.19
2022-11-15,33.08,0.38,34.41,32.13
2022-11-16,33.0,0.33,34.74,31.93
2022-11-17,33.13,0.34,35.21,31.32
2022-11-18,33.14,0.34,35.04,31.48
2022-11-19,32.44,0.28,35.65,31.63
2022-11-20,32.49,0.26,35.66,31.59
2022-11-21,32.15,0.23,36.03,31.59
2022-11-22,32.01,0.24,35.39,32.36
2022-11-23,32.29,0.26,34.73,32.72
2022-11-24,32.04,0.23,35.03,32.7
2022-11-25,31.82,0.25,35.06,32.87
2022-11-26,31.5,0.24,35.29,32.97
2022-11-27,31.83,0.28,35.09,32.8
2022-11-28,31.25,0.28,35.23,33.24
2022-11-29,30.92,0.36,34.87,33.85
2022-11-30,30.46,0.45,34.69,34.4
2022-12-01,31.27,0.27,34.06,34.4
2022-12-02,30.77,0.35,33.99,34.89
2022-12-03,30.57,0.36,34.33,34.74
2022-12-04,30.96,0.26,34.13,34.65
2022-12-05,31.07,0.35,34.01,34.57
2022-12-06,31.76,0.34,33.58,34.32
2022-12-07,32.1,0.37,34.04,33.49
2022-12-08,31.92,0.27,34.36,33.45
2022-12-09,31.39,0.34,33.99,34.28
2022-12-10,31.37,0.4,34.62,33.61
2022-12-11,31.44,0.43,34.57,33.56
2022-12-12,31.38,0.4,34.49,33.73
2022-12-13,31.72,0.36,34.1,33.82
2022-12-14,31.37,0.44,34.58,33.61
2022-12-15,31.67,0.38,34.8,33.15
2022-12-16,31.33,0.31,35.09,33.27
2022-12-17,30.9,0.31,35.12,33.67
2022-12-18,30.78,0.32,35.2,33.7
2022-12-19,30.55,0.3,35.33,33.82
2022-12-20,31.3,0.35,35.43,32.92
2022-12-21,31.04,0.38,35.42,33.16
2022-12-22,31.26,0.55,35.69,32.5
2022-12-23,31.65,0.66,35.17,32.52
2022-12-24,31.51,0.67,34.91,32.91
2022-12-25,31.57,0.69,35.01,32.73
2022-12-26,31.87,0.72,34.5,32.91
2022-12-27,32.6,0.7,33.94,32.76
2022-12-28,32.16,0.7,34.31,32.83
2022-12-29,31.93,0.64,34.03,33.4
2022-12-30,31.92,0.64,33.54,33.9
2022-12-31,31.95,0.63,33.82,33.6
2023-01-01,31.86,0.73,33.85,33.56
2023-01-02,31.77,0.82,33.74,33.67
2023-01-03,32.43,0.71,33.54,33.32
2023-01-04,33.38,0.72,33.37,32.53
2023-01-05,33.1,0.71,33.76,32.43
2023-01-06,33.31,0.67,34.5,31.52
2023-01-07,33.43,0.73,34.44,31.4
2023-01-08,33.78,0.72,34.14,31.36
2023-01-09,33.88,0.71,34.04,31.37
2023-01-10,33.23,0.76,34.27,31.74
2023-01-11,33.41,0.67,34.31,31.61
2023-01-12,33.33,0.54,33.94,32.19
2023-01-13,33.3,0.55,34.71,31.44
2023-01-14,33.59,0.65,34.71,31.05
2023-01-15,33.66,0.61,34.53,31.2
2023-01-16,32.81,0.55,34.96,31.68
2023-01-17,33.59,0.64,34.83,30.94
2023-01-18,33.07,0.7,34.15,32.08
2023-01-19,32.0,0.7,33.79,33.51
2023-01-20,31.8,0.68,33.57,33.95
2023-01-21,31.83,0.69,32.96,34.52
2023-01-22,31.82,0.7,32.9,34.58
2023-01-23,32.4,0.54,33.7,33.36
2023-01-24,32.47,0.48,33.94,33.11
2023-01-25,32.87,0.5,33.76,32.87
2023-01-26,32.84,0.49,33.69,32.98
2023-01-27,32.42,0.53,33.94,33.11
2023-01-28,31.91,0.47,34.84,32.78
2023-01-29,32.23,0.6,34.59,32.58
2023-01-30,31.8,0.56,34.86,32.78
2023-01-31,32.33,0.62,34.46,32.59
2023-02-01,31.72,0.54,35.02,32.72
2023-02-02,32.27,0.57,34.62,32.54
2023-02-03,31.94,0.53,34.54,32.99
2023-02-04,32.41,0.47,35.07,32.05
2023-02-05,32.46,0.44,35.07,32.03
2023-02-06,31.97,0.46,35.16,32.41
2023-02-07,32.0,0.49,34.86,32.65
2023-02-08,31.86,0.48,35.18,32.48
2023-02-09,31.88,0.47,35.02,32.63
2023-02-10,31.76,0.48,34.73,33.03
2023-02-11,31.92,0.46,34.64,32.98
2023-02-12,31.98,0.55,34.9,32.57
2023-02-13,32.02,0.51,34.8,32.67
2023-02-14,32.03,0.46,34.7,32.81
2023-02-15,31.71,0.51,34.66,33.12
2023-02-16,31.62,0.47,34.72,33.19
2023-02-17,31.33,0.49,34.85,33.33
2023-02-18,31.47,0.53,35.11,32.89
2023-02-19,31.65,0.51,34.79,33.05
2023-02-20,31.62,0.52,35.04,32.82
2023-02-21,31.61,0.46,35.01,32.92
2023-02-22,31.56,0.48,34.89,33.07
2023-02-23,31.85,0.53,35.15,32.47
2023-02-24,31.14,0.55,35.23,33.08
2023-02-25,30.47,0.51,35.44,33.58
2023-02-26,30.43,0.54,35.88,33.15
2023-02-27,30.65,0.47,35.68,33.2
2023-02-28,30.79,0.57,35.62,33.02
2023-03-01,30.97,0.58,35.46,32.99
2023-03-02,31.35,0.58,35.16,32.91
2023-03-03,31.49,0.49,35.89,32.13
2023-03-04,30.88,0.56,36.64,31.92
2023-03-05,30.66,0.6,36.57,32.17
2023-03-06,29.66,0.55,36.71,33.08
2023-03-07,29.88,0.52,36.56,33.04
2023-03-08,30.16,0.49,36.04,33.31
2023-03-09,29.8,0.46,36.85,32.89
2023-03-10,30.08,0.48,37.39,32.05
2023-03-11,29.14,0.43,37.03,33.4
2023-03-12,28.77,0.51,36.87,33.85
2023-03-13,29.16,0.33,36.86,33.65
2023-03-14,30.61,0.33,36.29,32.77
2023-03-15,31.1,0.31,35.67,32.92
2023-03-16,32.26,0.29,35.77,31.68
2023-03-17,32.7,0.25,35.77,31.28
2023-03-18,32.51,0.29,35.09,32.11
2023-03-19,32.36,0.32,35.13,32.19
2023-03-20,32.44,0.25,34.59,32.72
2023-03-21,31.29,0.25,35.34,33.12
2023-03-22,30.87,0.25,34.91,33.97
2023-03-23,29.87,0.35,35.69,34.09
2023-03-24,30.02,0.32,35.01,34.65
2023-03-25,30.69,0.31,34.75,34.25
2023-03-26,30.62,0.27,34.77,34.34
2023-03-27,30.9,0.23,35.13,33.74
2023-03-28,31.52,0.25,35.09,33.14
2023-03-29,31.72,0.36,33.95,33.97
2023-03-30,31.55,0.34,34.22,33.89
2023-03-31,32.18,0.46,34.48,32.88
2023-04-01,32.11,0.5,34.59,32.8
2023-04-02,32.07,0.5,34.58,32.85
2023-04-03,32.45,0.47,34.6,32.48
2023-04-04,32.4,0.42,34.64,32.54
2023-04-05,32.44,0.39,34.73,32.44
2023-04-06,32.66,0.43,34.43,32.48
2023-04-07,31.62,0.5,35.28,32.6
2023-04-08,30.51,0.52,36.21,32.76
2023-04-09,30.74,0.51,36.03,32.72
2023-04-10,30.19,0.54,36.76,32.51
2023-04-11,30.0,0.51,37.07,32.42
2023-04-12,29.86,0.55,36.71,32.88
2023-04-13,30.26,0.5,36.27,32.97
2023-04-14,31.06,0.45,35.83,32.66
2023-04-15,31.36,0.42,35.2,33.02
2023-04-16,31.35,0.4,35.28,32.97
2023-04-17,30.92,0.42,34.28,34.38
2023-04-18,30.56,0.44,33.54,35.46
2023-04-19,30.82,0.51,33.43,35.24
2023-04-20,29.52,0.49,34.05,35.94
2023-04-21,29.19,0.65,33.99,36.17
2023-04-22,29.1,0.63,33.94,36.33
2023-04-23,29.36,0.62,33.93,36.09
2023-04-24,29.33,0.62,34.24,35.81
2023-04-25,28.64,0.61,35.14,35.61
2023-04-26,29.97,0.41,34.92,34.7
2023-04-27,28.9,0.41,34.63,36.06
2023-04-28,29.62,0.41,33.77,36.2
2023-04-29,29.92,0.37,34.36,35.35
2023-04-30,29.91,0.35,34.26,35.48
2023-05-01,29.92,0.36,34.31,35.41
2023-05-02,28.99,0.4,34.69,35.92
2023-05-03,28.0,0.4,34.78,36.82
2023-05-04,27.58,0.46,34.99,36.97
2023-05-05,27.68,0.4,35.02,36.9
2023-05-06,27.82,0.33,35.24,36.61
2023-05-07,27.8,0.38,35.25,36.57
2023-05-08,28.6,0.45,35.42,35.53
2023-05-09,29.37,0.45,35.37,34.81
2023-05-10,29.55,0.43,35.27,34.75
2023-05-11,29.53,0.34,34.64,35.49
2023-05-12,30.2,0.36,34.19,35.25
2023-05-13,29.48,0.34,35.14,35.04
2023-05-14,29.54,0.33,35.06,35.07
2023-05-15,29.0,0.39,35.48,35.13
2023-05-16,27.36,0.39,35.99,36.26
2023-05-17,27.53,0.4,36.09,35.98
2023-05-18,28.31,0.45,36.27,34.97
2023-05-19,28.71,0.45,35.82,35.02
2023-05-20,28.42,0.44,36.23,34.91
2023-05-21,28.44,0.47,36.1,34.99
2023-05-22,29.13,0.46,35.81,34.6
2023-05-23,29.3,0.43,35.06,35.21
2023-05-24,29.11,0.46,34.8,35.63
2023-05-25,28.75,0.38,34.37,36.5
2023-05-26,28.06,0.42,34.51,37.01
2023-05-27,28.24,0.44,35.57,35.75
2023-05-28,28.35,0.39,35.59,35.67
2023-05-29,28.44,0.39,34.84,36.33
2023-05-30,27.92,0.36,35.15,36.57
2023-05-31,28.76,0.45,35.52,35.27
2023-06-01,28.4,0.5,36.07,35.03
2023-06-02,29.02,0.54,35.93,34.51
2023-06-03,29.83,0.39,35.48,34.3
2023-06-04,29.82,0.4,35.57,34.21
2023-06-05,29.87,0.39,35.51,34.23
2023-06-06,30.26,0.45,35.09,34.2
2023-06-07,28.61,0.42,36.04,34.93
2023-06-08,28.35,0.38,36.14,35.13
2023-06-09,28.56,0.44,36.09,34.91
2023-06-10,28.53,0.52,35.79,35.16
2023-06-11,28.51,0.5,35.87,35.12
2023-06-12,28.97,0.53,34.92,35.58
2023-06-13,29.05,0.54,34.53,35.88
2023-06-14,28.5,0.53,34.8,36.17
2023-06-15,28.24,0.56,35.45,35.75
2023-06-16,27.84,0.46,36.36,35.34
2023-06-17,28.34,0.42,35.89,35.35
2023-06-18,28.24,0.45,35.95,35.36
2023-06-19,27.71,0.46,36.54,35.29
2023-06-20,28.93,0.8,35.68,34.59
2023-06-21,29.87,0.82,34.88,34.43
2023-06-22,30.07,0.77,34.62,34.54
2023-06-23,29.89,0.78,34.94,34.39
2023-06-24,30.05,0.69,34.92,34.34
2023-06-25,30.07,0.7,34.9,34.33
2023-06-26,30.25,0.68,34.84,34.23
2023-06-27,30.07,0.65,34.9,34.38
2023-06-28,30.39,0.75,34.42,34.44
2023-06-29,30.24,0.75,34.48,34.53
2023-06-30,30.45,0.8,34.24,34.51
2023-07-01,30.35,0.86,34.45,34.34
2023-07-02,30.39,0.8,34.52,34.29
2023-07-03,29.57,0.76,35.18,34.49
2023-07-04,29.84,0.81,35.19,34.16
2023-07-05,28.85,0.77,36.38,34.0
2023-07-06,28.79,0.51,36.07,34.63
2023-07-07,28.13,0.45,36.72,34.7
2023-07-08,28.33,0.51,36.27,34.89
2023-07-09,28.32,0.53,36.28,34.87
2023-07-10,28.38,0.45,36.76,34.41
2023-07-11,28.04,0.63,36.86,34.47
2023-07-12,27.96,0.6,37.0,34.44
2023-07-13,27.68,0.6,37.39,34.33
2023-07-14,28.04,0.52,36.84,34.6
2023-07-15,28.03,0.56,36.44,34.97
2023-07-16,28.12,0.52,36.53,34.83
2023-07-17,28.07,0.53,36.44,34.96
2023-07-18,28.29,0.32,36.05,35.34
2023-07-19,28.78,0.4,35.04,35.78
2023-07-20,28.7,0.36,35.2,35.74
2023-07-21,28.86,0.28,35.15,35.71
2023-07-22,28.83,0.31,34.69,36.17
2023-07-23,28.9,0.31,34.7,36.09
2023-07-24,28.72,0.33,34.73,36.22
2023-07-25,28.96,0.37,34.65,36.02
2023-07-26,29.05,0.42,34.78,35.75
2023-07-27,29.24,0.29,34.77,35.7
2023-07-28,28.7,0.28,35.06,35.96
2023-07-29,28.68,0.33,35.06,35.93
2023-07-30,28.66,0.31,35.12,35.91
2023-07-31,29.39,0.27,34.27,36.07
2023-08-01,29.15,0.31,34.9,35.64
2023-08-02,28.72,0.3,34.94,36.04
2023-08-03,28.41,0.25,36.1,35.24
2023-08-04,28.19,0.38,36.3,35.13
2023-08-05,28.6,0.43,36.37,34.6
2023-08-06,28.65,0.48,36.39,34.48
2023-08-07,28.35,0.46,36.2,34.99
2023-08-08,28.58,0.55,35.83,35.04
2023-08-09,28.32,0.51,35.55,35.62
2023-08-10,28.2,0.47,35.59,35.74
2023-08-11,28.22,0.51,35.43,35.84
2023-08-12,28.22,0.49,35.62,35.67
2023-08-13,28.16,0.56,35.64,35.64
2023-08-14,27.8,0.41,35.88,35.91
2023-08-15,27.83,0.39,35.83,35.95
2023-08-16,27.47,0.53,36.86,35.14
2023-08-17,27.52,0.48,36.62,35.38
2023-08-18,27.06,0.53,36.21,36.2
2023-08-19,27.27,0.49,36.14,36.1
2023-08-20,27.03,0.49,36.38,36.1
2023-08-21,27.34,0.51,36.02,36.13
2023-08-22,26.82,0.62,36.2,36.36
2023-08-23,25.78,0.5,36.97,36.75
2023-08-24,26.2,0.52,36.89,36.39
2023-08-25,25.67,0.4,36.76,37.17
2023-08-26,26.01,0.46,36.73,36.8
2023-08-27,26.02,0.46,36.76,36.76
2023-08-28,26.23,0.51,36.39,36.87
2023-08-29,25.57,0.55,36.17,37.71
2023-08-30,25.73,0.43,35.44,38.4
2023-08-31,25.71,0.45,35.4,38.44
2023-09-01,25.34,0.51,35.3,38.85
2023-09-02,25.68,0.46,36.07,37.79
2023-09-03,25.82,0.5,35.98,37.7
2023-09-04,26.86,0.49,35.9,36.75
2023-09-05,27.8,0.42,35.05,36.73
2023-09-06,28.22,0.39,34.98,36.41
2023-09-07,28.26,0.47,34.91,36.36
2023-09-08,28.01,0.42,35.25,36.32
2023-09-09,27.98,0.45,35.26,36.31
2023-09-10,27.99,0.43,35.39,36.19
2023-09-11,28.87,0.38,35.24,35.51
2023-09-12,29.16,0.44,35.25,35.15
2023-09-13,28.89,0.43,35.67,35.01
2023-09-14,28.87,0.47,35.76,34.9
2023-09-15,28.91,0.49,35.71,34.89
2023-09-16,28.74,0.5,35.82,34.94
2023-09-17,28.76,0.53,35.84,34.87
2023-09-18,29.29,0.5,35.38,34.83
2023-09-19,28.33,0.57,34.7,36.4
2023-09-20,28.32,0.61,34.68,36.39
2023-09-21,27.1,0.52,34.79,37.59
2023-09-22,26.8,0.58,35.1,37.52
2023-09-23,27.06,0.54,34.53,37.87
2023-09-24,27.06,0.57,34.59,37.78
2023-09-25,27.29,0.48,34.68,37.55
2023-09-26,27.3,0.45,34.54,37.71
2023-09-27,28.06,0.51,34.33,37.1
2023-09-28,27.91,0.51,34.31,37.27
2023-09-29,28.14,0.52,34.5,36.84
2023-09-30,28.03,0.5,34.62,36.85
2023-10-01,28.13,0.46,34.65,36.76
2023-10-02,28.07,0.49,34.65,36.79
2023-10-03,28.17,0.41,34.63,36.79
2023-10-04,27.94,0.42,34.81,36.83
2023-10-05,28.31,0.4,34.73,36.56
2023-10-06,28.3,0.43,34.6,36.67
2023-10-07,28.72,0.39,34.8,36.09
2023-10-08,28.56,0.43,34.73,36.28
2023-10-09,29.09,0.38,34.5,36.03
2023-10-10,29.03,0.35,34.47,36.15
2023-10-11,29.05,0.4,34.4,36.15
2023-10-12,29.09,0.39,34.31,36.21
2023-10-13,29.0,0.37,34.37,36.26
2023-10-14,29.07,0.38,34.38,36.17
2023-10-15,29.15,0.38,34.4,36.07
2023-10-16,29.06,0.41,34.39,36.14
2023-10-17,29.27,0.38,34.32,36.03
2023-10-18,29.13,0.42,34.36,36.09
2023-10-19,29.11,0.4,34.37,36.12
2023-10-20,29.04,0.42,34.38,36.16
2023-10-21,29.18,0.33,33.92,36.57
2023-10-22,29.25,0.34,33.9,36.51
2023-10-23,29.1,0.37,34.06,36.47
2023-10-24,29.23,0.34,34.02,36.41
2023-10-25,29.16,0.35,33.95,36.54
2023-10-26,29.15,0.33,34.05,36.47
2023-10-27,29.24,0.34,33.89,36.53
2023-10-28,28.83,0.35,33.9,36.92
2023-10-29,29.12,0.36,33.77,36.75
2023-10-30,29.09,0.35,33.65,36.91
2023-10-31,28.05,0.54,34.57,36.84
2023-11-01,28.38,0.61,33.76,37.25
2023-11-02,28.68,0.56,34.05,36.71
2023-11-03,28.8,0.47,34.05,36.68
2023-11-04,28.85,0.48,34.13,36.54
2023-11-05,28.72,0.51,33.98,36.79
2023-11-06,28.98,0.49,33.71,36.82
2023-11-07,28.08,0.5,34.58,36.84
2023-11-08,28.93,0.55,33.42,37.1
2023-11-09,28.9,0.53,33.3,37.27
2023-11-10,28.86,0.5,34.11,36.53
2023-11-11,28.94,0.49,34.02,36.55
2023-11-12,29.57,0.54,33.33,36.56
2023-11-13,28.88,0.55,33.32,37.25
2023-11-14,29.39,0.5,32.84,37.27
2023-11-15,29.21,0.42,32.53,37.84
2023-11-16,29.21,0.49,32.44,37.86
2023-11-17,29.26,0.42,32.63,37.69
2023-11-18,29.47,0.45,32.52,37.56
2023-11-19,29.41,0.4,32.26,37.93
2023-11-20,29.28,0.45,32.45,37.82
2023-11-21,29.26,0.44,32.43,37.87
2023-11-22,29.19,0.47,32.43,37.91
2023-11-23,29.35,0.45,32.41,37.79
2023-11-24,29.26,0.44,32.42,37.88
2023-11-25,29.18,0.49,32.48,37.85
2023-11-26,29.2,0.46,32.45,37.89
2023-11-27,29.28,0.44,32.47,37.81
2023-11-28,29.23,0.5,32.48,37.79
2023-11-29,29.23,0.49,32.48,37.8
2023-11-30,29.16,0.46,32.46,37.92
2023-12-01,29.19,0.46,32.27,38.08
2023-12-02,29.26,0.43,32.28,38.03
2023-12-03,29.15,0.43,32.38,38.04
2023-12-04,29.01,0.45,32.59,37.95
2023-12-05,29.33,0.47,32.56,37.64
2023-12-06,29.17,0.47,32.72,37.64
2023-12-07,29.29,0.49,32.82,37.4
2023-12-08,29.35,0.49,32.83,37.33
2023-12-09,29.45,0.51,32.75,37.29
2023-12-10,29.67,0.51,32.47,37.35
2023-12-11,29.99,0.58,32.09,37.34
2023-12-12,29.5,0.52,32.62,37.36
2023-12-13,29.41,0.51,32.7,37.38
2023-12-14,29.59,0.54,32.61,37.26
2023-12-15,29.54,0.52,32.65,37.29
2023-12-16,29.51,0.52,32.63,37.34
2023-12-17,29.66,0.52,32.65,37.17
2023-12-18,30.24,0.56,31.83,37.37
